UNIQUE_CARRIER:14070:<string>,ORIGIN:14070:<string>,origin_passengers:14070:<double>
BY,BFS,2281
BY,BHX,14484
BY,CHS,340
BY,FTW,0
BY,GLA,15371
BY,LGW,14186
BY,MAN,26381
BY,MLB,87478
BY,NCL,13422
BY,PAE,0
C5,ABI,50
C5,ABQ,779
C5,ACT,188
C5,AGU,7573
C5,ALB,57390
C5,AMA,35166
C5,AUS,291
C5,AVP,15191
C5,BDL,1496
C5,BHM,18172
C5,BKL,0
C5,BNA,99
C5,BRO,40228
C5,BTR,35788
C5,BTV,7927
C5,BUF,27196
C5,BWI,50
C5,CAE,33357
C5,CHO,43993
C5,CHS,3343
C5,CLE,2110
C5,CLL,418
C5,CMH,944
C5,COD,12144
C5,COS,10548
C5,COU,58
C5,CPR,26630
C5,CRP,32051
C5,CVG,2109
C5,CYS,49
C5,DAY,27316
C5,DEN,130733
C5,DFW,61
C5,DRO,5957
C5,DTW,43
C5,ECP,20051
C5,ELP,2920
C5,EUG,49
C5,EWR,48
C5,FCA,0
C5,FOE,31
C5,FTW,47
C5,FWA,45
C5,GEG,53
C5,GFK,0
C5,GJT,2500
C5,GPT,37808
C5,GSO,5660
C5,GSP,9908
C5,HOB,10593
C5,HOU,568
C5,HRL,32155
C5,HSV,99619
C5,IAD,529003
C5,IAH,942218
C5,ICT,18280
C5,IGM,0
C5,ISO,0
C5,JAN,56227
C5,JAX,45
C5,LAX,31
C5,LBB,44727
C5,LCH,35537
C5,LFT,35260
C5,LGA,47
C5,LIT,40105
C5,LNK,25164
C5,LRD,45558
C5,MAF,1575
C5,MCI,37
C5,MCN,0
C5,MDT,14817
C5,MEM,1042
C5,MFE,33900
C5,MLM,15229
C5,MLU,49
C5,MOB,54107
C5,MOT,1187
C5,MSY,197
C5,MYR,47
C5,OAX,8887
C5,OKC,7033
C5,ORD,214
C5,ORF,9678
C5,PBC,9014
C5,PHL,7514
C5,PHX,0
C5,PIT,2316
C5,PNS,40899
C5,PVD,13296
C5,PWM,1719
C5,RAP,48
C5,RIC,15193
C5,ROA,38823
C5,ROC,21497
C5,ROW,0
C5,RSW,33
C5,SAF,19244
C5,SAT,352
C5,SAV,196
C5,SCE,19082
C5,SDF,1643
C5,SGF,44435
C5,SHV,62589
C5,SLN,0
C5,SLW,0
C5,SMF,0
C5,STL,2601
C5,SWO,99
C5,SYR,34339
C5,TAM,5147
C5,TEB,44
C5,TLH,38
C5,TUL,21471
C5,TUS,48
C5,TYS,109042
C5,XNA,25855
C5,YIP,32
C5,YQB,0
C8,HKG,0
C8,JFK,0
C8,MIA,0
C8,MXP,0
C8,ORD,0
CA,ANC,0
CA,CAN,0
CA,IAD,12700
CA,JFK,69537
CA,LAX,101766
CA,NLU,0
CA,ORD,0
CA,PEK,203661
CA,PVG,0
CA,SFO,30344
CA,SHE,0
CA,SZX,14906
CAZ,ACK,2
CAZ,GYY,3
CAZ,HOU,4
CAZ,LBG,2
CAZ,MSN,3
CAZ,OPF,7
CAZ,PBI,2
CAZ,PUJ,11
CAZ,SJD,6
CAZ,TEB,10
CAZ,ZRH,23
CC,ATH,0
CC,ATL,0
CC,BGI,0
CC,BHM,0
CC,CGN,0
CC,CLT,0
CC,DFW,0
CC,GSP,0
CC,HHN,0
CC,HSV,0
CC,IAH,0
CC,JFK,0
CC,LAX,0
CC,LGG,0
CC,MZJ,0
CC,ORD,0
CC,RFD,0
CC,RUH,0
CC,SEA,0
CC,SFO,0
CC,SID,0
CC,TUS,0
CI,ANC,0
CI,ATL,0
CI,DFW,0
CI,FAI,0
CI,GUM,1056
CI,JFK,60151
CI,KIX,0
CI,LAX,146576
CI,MIA,0
CI,NGO,0
CI,ONT,103734
CI,ORD,0
CI,SEA,28876
CI,SFO,117511
CI,TPE,451309
CK,ANC,0
CK,JFK,0
CK,LAX,0
CK,ORD,0
CK,PVG,0
CK,SZX,0
CM,ATL,27565
CM,AUS,28543
CM,BOS,67167
CM,BWI,27625
CM,DEN,44326
CM,FLL,36520
CM,IAD,148614
CM,JFK,176963
CM,LAS,35199
CM,LAX,180007
CM,MCO,249199
CM,MIA,374128
CM,ORD,75676
CM,PTY,1742621
CM,RDU,13437
CM,SFO,83894
CM,SJU,98234
CM,TPA,42134
CRV,AFW,14
CRV,AMS,0
CRV,BGI,22
CRV,BGR,0
CRV,DAL,5
CRV,EWR,28
CRV,FAB,0
CRV,FTW,0
CRV,HNL,10
CRV,JFK,19
CRV,LAS,30
CRV,LAX,31
CRV,LEX,5
CRV,LTN,23
CRV,OPF,11
CRV,ORK,0
CRV,PBI,27
CRV,RDU,7
CRV,SNN,69
CRV,SXM,0
CRV,SYD,8
CRV,UVF,4
CRV,YYR,0
CT,ATL,0
CT,BHM,0
CT,CGN,0
CT,GSP,0
CT,HHN,0
CT,IAH,0
CT,JFK,0
CT,LGG,0
CT,MZJ,0
CT,ORD,0
CT,RFD,0
CV,ATL,0
CV,BKK,0
CV,CGO,0
CV,DFW,0
CV,EIL,0
CV,HAN,0
CV,HKG,0
CV,HSV,0
CV,IAH,0
CV,IND,0
CV,JFK,0
CV,LAX,0
CV,LUX,0
CV,MIA,0
CV,NLU,0
CV,ORD,0
CV,PEN,0
CV,SEA,0
CV,SGN,0
CV,SIN,0
CV,VRN,0
CX,ANC,0
CX,ATL,0
CX,BHM,0
CX,BOS,94558
CX,DFW,0
CX,FAI,0
CX,GDL,0
CX,HKG,773315
CX,HND,248
CX,IAH,0
CX,JFK,294654
CX,LAX,199440
CX,MEX,0
CX,MIA,0
CX,NLU,0
CX,NRT,807
CX,OAK,254
CX,ORD,64602
CX,PDX,0
CX,SFO,126037
CX,YWG,274
CX,YYZ,317
CZ,CAN,124949
CZ,JFK,18187
CZ,LAX,84215
CZ,NLU,0
CZ,ORD,0
CZ,PVG,0
CZ,SFO,58831
CZ,SZX,0
CZ,WUH,33077
DE,ANC,11605
DE,AUS,0
DE,BES,195
DE,BGR,256
DE,BOS,30184
DE,BUF,212
DE,BWI,10967
DE,DUS,1216
DE,FRA,400352
DE,IAD,275
DE,JFK,78635
DE,LAS,22357
DE,LAX,52290
DE,MAN,256
DE,MIA,29002
DE,MSP,10237
DE,PDX,13870
DE,PHX,11956
DE,SAT,9234
DE,SEA,69347
DE,SFO,51105
DE,YWG,288
DHQ,BOG,0
DHQ,EZE,0
DHQ,LIM,0
DHQ,MIA,0
DHQ,PTY,0
DHQ,SCL,0
DHQ,SJO,0
DHQ,SNN,0
DL,1FL,0
DL,ABE,275
DL,ABI,316
DL,ABQ,211031
DL,ACC,69062
DL,ACT,772
DL,AEX,0
DL,AGS,21363
DL,AHN,1116
DL,AKL,45615
DL,ALB,173195
DL,AMS,1394198
DL,ANC,350078
DL,ANU,8097
DL,ARN,33763
DL,ATH,229481
DL,ATL,38684125
DL,ATW,31000
DL,AUA,162650
DL,AUS,1448664
DL,AVL,200648
DL,AZA,173
DL,BCN,191177
DL,BDA,33049
DL,BDL,559376
DL,BED,2480
DL,BER,32461
DL,BFI,2614
DL,BGI,4551
DL,BGR,209
DL,BHM,415790
DL,BIF,0
DL,BIL,88879
DL,BIS,67440
DL,BKG,28
DL,BKL,889
DL,BMG,186
DL,BNA,1165143
DL,BNE,2868
DL,BOG,184234
DL,BOI,358319
DL,BON,14143
DL,BOS,4308668
DL,BRU,60350
DL,BTR,86528
DL,BTV,56994
DL,BUF,282588
DL,BUR,44201
DL,BWI,784699
DL,BZE,58150
DL,BZN,269967
DL,CAE,164859
DL,CDG,993672
DL,CHA,130527
DL,CHO,24804
DL,CHS,541918
DL,CID,46134
DL,CKB,178
DL,CLE,442271
DL,CLL,414
DL,CLT,564782
DL,CMH,464878
DL,CMI,1220
DL,COS,81035
DL,COU,337
DL,CPH,33040
DL,CPR,158
DL,CPS,2554
DL,CPT,53421
DL,CRK,448
DL,CRP,392
DL,CTG,22501
DL,CUN,947034
DL,CUR,11900
DL,CVG,1066154
DL,CYS,189
DL,CZM,24667
DL,DAB,204522
DL,DAL,198773
DL,DAY,114579
DL,DCA,1200211
DL,DEN,1736896
DL,DFW,1426141
DL,DLH,11248
DL,DOL,0
DL,DSM,112037
DL,DSS,27681
DL,DTW,9068162
DL,DUB,228313
DL,ECP,277365
DL,EDI,104643
DL,EGE,25384
DL,ELP,110634
DL,EUG,544
DL,EVV,1349
DL,EWR,823945
DL,EYW,144678
DL,EZE,127637
DL,FAI,65488
DL,FAR,100971
DL,FAT,28141
DL,FAY,31966
DL,FCA,99443
DL,FCO,454220
DL,FLL,1998769
DL,FNT,332
DL,FOE,122
DL,FRA,186888
DL,FSD,83697
DL,GCM,54854
DL,GDL,51350
DL,GEG,369528
DL,GFK,181
DL,GIG,53547
DL,GJT,1000
DL,GNV,149665
DL,GPT,116475
DL,GRB,53531
DL,GRR,390421
DL,GRU,251000
DL,GSO,271208
DL,GSP,322356
DL,GTR,821
DL,GUA,111078
DL,GVA,36166
DL,HAV,87436
DL,HDN,18448
DL,HLN,44
DL,HND,481916
DL,HNL,795051
DL,HOU,159011
DL,HPN,90155
DL,HRL,25432
DL,HSV,215545
DL,HYA,0
DL,IAD,388821
DL,IAG,624
DL,IAH,965600
DL,ICN,435976
DL,ICT,97945
DL,IDA,9696
DL,ILM,74383
DL,IND,649229
DL,IPT,55
DL,JAC,137431
DL,JAN,193573
DL,JAX,884290
DL,JFK,7827304
DL,JNB,65708
DL,JNU,14284
DL,KEF,70025
DL,KIN,54236
DL,KOA,120539
DL,LAN,787
DL,LAR,166
DL,LAS,2503221
DL,LAX,6360114
DL,LBB,428
DL,LEX,201876
DL,LFT,124
DL,LGA,3775837
DL,LGB,50221
DL,LGW,36698
DL,LHR,629813
DL,LIH,115589
DL,LIM,115499
DL,LIR,110123
DL,LIS,132314
DL,LIT,227734
DL,LNK,332
DL,LOS,68339
DL,LRD,125
DL,LSE,931
DL,LSV,0
DL,LWB,0
DL,MAD,153621
DL,MBJ,309692
DL,MCI,842410
DL,MCN,146
DL,MCO,3609060
DL,MDT,79159
DL,MDW,154200
DL,MEM,574371
DL,MEX,497394
DL,MFE,0
DL,MGM,1056
DL,MHT,194
DL,MIA,1805475
DL,MKC,843
DL,MKE,545123
DL,MLB,141908
DL,MOB,59912
DL,MSN,195683
DL,MSO,81802
DL,MSP,10583309
DL,MSY,1062326
DL,MTJ,11881
DL,MTY,42021
DL,MUC,104277
DL,MXP,191393
DL,MYR,229541
DL,MZT,383
DL,NAP,28969
DL,NAS,246645
DL,NCE,69433
DL,NKT,0
DL,NLU,194
DL,NPA,0
DL,NRT,1230
DL,OAJ,25869
DL,OAK,62224
DL,OGD,154
DL,OGG,176434
DL,OKC,202004
DL,OMA,205006
DL,ONT,272236
DL,ORD,1300003
DL,ORF,419627
DL,PBI,1053320
DL,PDX,1107235
DL,PHL,845526
DL,PHX,1714167
DL,PIE,1479
DL,PIH,325
DL,PIT,462707
DL,PLS,89137
DL,PNS,383842
DL,POP,4140
DL,PPT,10699
DL,PRG,28161
DL,PSC,47045
DL,PSM,188
DL,PSP,91096
DL,PTK,114
DL,PTY,69701
DL,PUB,299
DL,PUJ,336201
DL,PVD,180314
DL,PVG,149081
DL,PVR,250523
DL,PVU,1544
DL,PWM,116082
DL,RAP,10777
DL,RDU,1520424
DL,RIC,448767
DL,RIV,0
DL,RNO,130987
DL,ROA,45650
DL,ROC,144878
DL,RST,2570
DL,RSW,1126130
DL,RTB,12793
DL,SAL,92061
DL,SAN,1525541
DL,SAP,52249
DL,SAT,768512
DL,SAV,469589
DL,SBA,54687
DL,SBN,1542
DL,SCE,160
DL,SCL,110032
DL,SDF,332044
DL,SDQ,247827
DL,SEA,5132916
DL,SFB,680
DL,SFO,1948462
DL,SGF,38894
DL,SHV,1068
DL,SJC,277599
DL,SJD,291907
DL,SJO,139905
DL,SJU,601339
DL,SKB,5221
DL,SLC,7846664
DL,SMF,438321
DL,SNA,533141
DL,SNN,18601
DL,SRQ,428390
DL,STI,183356
DL,STL,646853
DL,STN,0
DL,STR,22046
DL,STT,151610
DL,STX,16822
DL,SVN,0
DL,SXM,89611
DL,SYD,98583
DL,SYR,168562
DL,TCL,1343
DL,TLH,144070
DL,TLS,0
DL,TLV,14253
DL,TOL,229
DL,TPA,2063609
DL,TPE,39406
DL,TQO,36094
DL,TRI,12851
DL,TUL,130189
DL,TUP,330
DL,TUS,169111
DL,TVC,48020
DL,TWF,1607
DL,TYS,185458
DL,UIO,70024
DL,UVF,60227
DL,VCE,95890
DL,VPS,289822
DL,VQQ,0
DL,XNA,56496
DL,YEG,806
DL,YKM,84
DL,YOW,322
DL,YQB,111
DL,YQX,261
DL,YUL,123614
DL,YUM,0
DL,YVR,77124
DL,YWG,33630
DL,YYC,76698
DL,YYR,572
DL,YYZ,243375
DL,ZRH,73912
E7,MEX,0
E7,MIA,0
E9,BWI,0
E9,MCI,0
E9,MCO,4462
EAU,ATL,1
EAU,BGR,4
EAU,BLQ,3
EAU,BOS,8
EAU,CAK,2
EAU,DTW,0
EAU,HPN,1
EAU,LIN,8
EAU,MAD,2
EAU,STL,6
EAU,TEB,2
EAU,XRY,6
EAU,YYZ,0
EDQ,ART,0
EDQ,BCT,2
EDQ,BED,4
EDQ,BGR,19
EDQ,DAB,2
EDQ,FOK,3
EDQ,HPN,4
EDQ,LTN,19
EDQ,MIA,0
EDQ,OPF,4
EDQ,PIE,2
EDQ,RKV,6
EDQ,SLU,0
EDQ,STN,9
EDQ,TTN,0
EDQ,YQX,2
EI,BDL,34104
EI,BOS,209376
EI,CLE,25869
EI,DEN,16623
EI,DUB,1112873
EI,EWR,51389
EI,IAD,91545
EI,JFK,313941
EI,LAS,5160
EI,LAX,75048
EI,MAN,140696
EI,MCO,108277
EI,MIA,13594
EI,MSP,17954
EI,ORD,150342
EI,PHL,40777
EI,SEA,48456
EI,SFO,75939
EI,SNN,101501
EK,ATH,121654
EK,BOS,84611
EK,BRU,0
EK,DFW,99920
EK,DXB,1486960
EK,EWR,101514
EK,IAD,122607
EK,IAH,124060
EK,JFK,407967
EK,LAX,133396
EK,MCO,64847
EK,MIA,81952
EK,MXP,156844
EK,NLU,0
EK,ORD,108344
EK,SEA,94483
EK,SFO,136115
ELL,GKN,189
ELL,MXY,143
ELL,MYK,34
EM,ABQ,0
EM,AFW,0
EM,ANC,0
EM,AZA,0
EM,BFF,0
EM,BFL,0
EM,BLI,0
EM,BZN,0
EM,C01,0
EM,CLM,0
EM,CVO,0
EM,EAT,0
EM,ENA,0
EM,ESD,0
EM,EUG,0
EM,FAI,0
EM,FCA,0
EM,FLG,0
EM,FRD,0
EM,FSD,0
EM,GEG,0
EM,GTF,0
EM,HII,0
EM,HOM,0
EM,IDA,0
EM,LBB,0
EM,LMT,0
EM,LWS,0
EM,MAF,0
EM,MFR,0
EM,MSO,0
EM,MVW,0
EM,NYL,0
EM,ONP,0
EM,ONT,0
EM,OTH,0
EM,PDX,0
EM,PHX,0
EM,PSC,0
EM,RAP,0
EM,RBG,0
EM,RDM,0
EM,SBA,0
EM,SEA,0
EM,SLC,0
EM,SLE,0
EM,SMX,0
EM,YKM,0
ET,ADD,282732
ET,ATL,26584
ET,EWR,36701
ET,IAD,133835
ET,JFK,31466
ET,LFW,31625
ET,ORD,57805
EY,AUH,473691
EY,BOS,46609
EY,FRA,0
EY,IAD,91990
EY,JFK,209774
EY,ORD,124504
F9,ATL,1891701
F9,AUS,110478
F9,BDL,162469
F9,BGI,2785
F9,BMI,6361
F9,BNA,109955
F9,BOS,216285
F9,BQN,83731
F9,BTV,1597
F9,BUF,169733
F9,BUR,9839
F9,BWI,443520
F9,CHS,19138
F9,CID,36243
F9,CLE,1044154
F9,CLT,445702
F9,CMH,28741
F9,CUN,439688
F9,CVG,679076
F9,DCA,167877
F9,DEN,4105926
F9,DFW,1591378
F9,DSM,39566
F9,DTW,366589
F9,EGE,646
F9,ELP,109773
F9,EWR,63343
F9,FAR,41492
F9,FLL,256395
F9,FSD,30264
F9,GRB,12652
F9,GRR,105211
F9,GUA,13860
F9,HOU,44882
F9,IAD,15757
F9,IAH,515595
F9,IND,122410
F9,ISP,274628
F9,JAX,120001
F9,JFK,150082
F9,LAS,1968303
F9,LAX,371283
F9,LGA,398269
F9,LIR,510
F9,LIT,16202
F9,MBJ,53251
F9,MCI,71215
F9,MCO,2897933
F9,MDT,11690
F9,MDW,550079
F9,MEM,23850
F9,MIA,650289
F9,MKE,68260
F9,MSN,40105
F9,MSO,12634
F9,MSP,261143
F9,MSY,94415
F9,MYR,50886
F9,OKC,67460
F9,OMA,57675
F9,ONT,519719
F9,ORD,548129
F9,ORF,30575
F9,PBI,116111
F9,PDX,258540
F9,PHL,1818291
F9,PHX,1433164
F9,PIT,50724
F9,PNS,54900
F9,POS,6556
F9,PSE,48677
F9,PSP,1406
F9,PUJ,248439
F9,PVR,24602
F9,PWM,43591
F9,RDU,645205
F9,RSW,347491
F9,SAL,10811
F9,SAN,487791
F9,SAT,108878
F9,SAV,17440
F9,SDQ,67069
F9,SEA,236819
F9,SFO,726774
F9,SJC,82846
F9,SJD,2806
F9,SJO,9574
F9,SJU,1118068
F9,SLC,477167
F9,SMF,107740
F9,SNA,149545
F9,SRQ,74259
F9,STI,9400
F9,STL,256241
F9,STT,12884
F9,STX,6550
F9,SXM,5825
F9,SYR,64530
F9,TPA,1046700
F9,TTN,241428
F9,TYS,34380
F9,XNA,28743
FI,BOS,122410
FI,BWI,43164
FI,DEN,47627
FI,DTW,20978
FI,EWR,62665
FI,IAD,63368
FI,JFK,96028
FI,KEF,790464
FI,MCO,24471
FI,MSP,37103
FI,ORD,69361
FI,PDX,26059
FI,PIT,11188
FI,RDU,38402
FI,SEA,94955
FJ,APW,5698
FJ,CXI,2376
FJ,HNL,12393
FJ,LAX,90636
FJ,NAN,139271
FJ,SFO,42530
FK,FLL,46
FK,MSY,92
FK,PDX,74
FK,SJO,91
FK,YEG,92
FK,YLW,0
FK,YYC,0
FX,ABE,0
FX,ABI,0
FX,ABQ,0
FX,ABR,0
FX,ACK,0
FX,ACV,0
FX,ADQ,0
FX,AFW,0
FX,ALB,0
FX,ANC,0
FX,APN,0
FX,ARA,0
FX,ATL,0
FX,ATW,0
FX,AUA,0
FX,AUS,0
FX,AZA,0
FX,AZS,0
FX,BDL,0
FX,BFF,0
FX,BFL,0
FX,BFM,0
FX,BGI,0
FX,BGR,0
FX,BGS,0
FX,BHM,0
FX,BIH,0
FX,BIL,0
FX,BIS,0
FX,BJI,0
FX,BKK,0
FX,BKW,0
FX,BLI,0
FX,BMI,0
FX,BNA,0
FX,BOG,0
FX,BOI,0
FX,BOS,0
FX,BQN,0
FX,BTV,0
FX,BUF,0
FX,BUR,0
FX,BWD,0
FX,BWI,0
FX,BZN,0
FX,CAE,0
FX,CAN,0
FX,CAR,0
FX,CDC,0
FX,CDG,0
FX,CEC,0
FX,CGN,0
FX,CHA,0
FX,CHS,0
FX,CIC,0
FX,CID,0
FX,CIU,0
FX,CLE,0
FX,CLM,0
FX,CLT,0
FX,CMX,0
FX,COS,0
FX,CPR,0
FX,CSG,0
FX,CTU,0
FX,CUR,0
FX,CVG,0
FX,CVO,0
FX,CWA,0
FX,DAY,0
FX,DDC,0
FX,DEN,0
FX,DFW,0
FX,DHN,0
FX,DIK,0
FX,DLH,0
FX,DOM,0
FX,DOV,0
FX,DRO,0
FX,DRT,0
FX,DSM,0
FX,DTW,0
FX,EAR,0
FX,EAT,0
FX,EIS,0
FX,EKA,0
FX,ELM,0
FX,ELP,0
FX,ENA,0
FX,ESC,0
FX,ESD,0
FX,EUG,0
FX,EWN,0
FX,EWR,0
FX,EYW,0
FX,FAI,0
FX,FAR,0
FX,FAT,0
FX,FCA,0
FX,FLG,0
FX,FLL,0
FX,FMN,0
FX,FNT,0
FX,FRA,0
FX,FRD,0
FX,FSD,0
FX,FWA,0
FX,GCK,0
FX,GCM,0
FX,GDL,0
FX,GEG,0
FX,GJT,0
FX,GLH,0
FX,GLR,0
FX,GRI,0
FX,GRR,0
FX,GSO,0
FX,GSP,0
FX,GTF,0
FX,GUA,0
FX,GUM,0
FX,GUP,0
FX,HAN,0
FX,HDN,0
FX,HII,0
FX,HKG,0
FX,HNL,0
FX,HOM,0
FX,HRL,0
FX,HSV,0
FX,HTS,0
FX,HUT,0
FX,IAD,0
FX,IAH,0
FX,ICN,0
FX,ICT,0
FX,IDA,0
FX,IDI,0
FX,ILM,0
FX,IMT,0
FX,IND,0
FX,IPL,0
FX,IPT,0
FX,IYK,0
FX,JAX,0
FX,JFK,0
FX,JHM,0
FX,JST,0
FX,KIN,0
FX,KIX,0
FX,LAS,0
FX,LAX,0
FX,LBB,0
FX,LBF,0
FX,LCK,0
FX,LFT,0
FX,LGG,0
FX,LIH,0
FX,LMT,0
FX,LNY,0
FX,LRD,0
FX,LWS,0
FX,MAE,0
FX,MAF,0
FX,MCI,0
FX,MCK,0
FX,MCO,0
FX,MDE,0
FX,MDT,0
FX,MEM,0
FX,MEO,0
FX,MFR,0
FX,MGM,0
FX,MHT,0
FX,MIA,0
FX,MID,0
FX,MKE,0
FX,MKK,0
FX,MOT,0
FX,MQT,0
FX,MRY,0
FX,MSN,0
FX,MSO,0
FX,MSP,0
FX,MSY,0
FX,MTH,0
FX,MTY,0
FX,MVW,0
FX,MVY,0
FX,MXP,0
FX,MYR,0
FX,NLU,0
FX,NRT,0
FX,NTD,0
FX,NYL,0
FX,OAK,0
FX,OKC,0
FX,OKO,0
FX,OMA,0
FX,ONP,0
FX,ONT,0
FX,ORD,0
FX,ORF,0
FX,OTH,0
FX,PAQ,0
FX,PBI,0
FX,PDX,0
FX,PHL,0
FX,PHX,0
FX,PIH,0
FX,PIR,0
FX,PIT,0
FX,PLN,0
FX,POS,0
FX,PQI,0
FX,PRB,0
FX,PSC,0
FX,PTP,0
FX,PTY,0
FX,PVD,0
FX,PVG,0
FX,PWM,0
FX,QQY,0
FX,QRO,0
FX,RAP,0
FX,RBG,0
FX,RDD,0
FX,RDM,0
FX,RDU,0
FX,RHI,0
FX,RIC,0
FX,RKS,0
FX,RNO,0
FX,ROA,0
FX,ROC,0
FX,RQE,0
FX,RST,0
FX,RSW,0
FX,SAL,0
FX,SAN,0
FX,SAP,0
FX,SAT,0
FX,SAV,0
FX,SBA,0
FX,SBD,0
FX,SBN,0
FX,SBP,0
FX,SCE,0
FX,SDF,0
FX,SDQ,0
FX,SDY,0
FX,SEA,0
FX,SFO,0
FX,SGF,0
FX,SGU,0
FX,SHV,0
FX,SJC,0
FX,SJO,0
FX,SJT,0
FX,SJU,0
FX,SKB,0
FX,SLC,0
FX,SLE,0
FX,SLU,0
FX,SMF,0
FX,SMX,0
FX,SNA,0
FX,SQA,0
FX,STI,0
FX,STL,0
FX,STN,0
FX,STT,0
FX,STX,0
FX,SUN,0
FX,SWF,0
FX,SWW,0
FX,SXM,0
FX,SYR,0
FX,TIJ,0
FX,TLC,0
FX,TLH,0
FX,TPA,0
FX,TPE,0
FX,TUL,0
FX,TUS,0
FX,TVC,0
FX,TVF,0
FX,TWF,0
FX,TYS,0
FX,UIO,0
FX,UKI,0
FX,UXK,0
FX,VCP,0
FX,VIS,0
FX,XWA,0
FX,XXN,0
FX,XXP,0
FX,XXY,0
FX,YEG,0
FX,YKM,0
FX,YMX,0
FX,YOW,0
FX,YVR,0
FX,YWG,0
FX,YYC,0
FX,YYZ,0
FX,ZXC,0
FYQ,ANR,5
FYQ,HPN,5
G3,BFI,0
G3,BSB,124240
G3,CNF,0
G3,FOR,15835
G3,GRU,0
G3,MAO,4238
G3,MCO,62192
G3,MIA,78767
G3,PAE,0
G3,PMW,158
G3,PUJ,0
G4,ABE,284815
G4,ABI,1081
G4,ABQ,551
G4,ACT,282
G4,ACY,333
G4,ADW,237
G4,AEX,1242
G4,AFW,2313
G4,AGS,124
G4,AHN,44
G4,ALB,84928
G4,ALO,376
G4,ATL,1999
G4,ATW,196591
G4,AUS,154610
G4,AVL,456243
G4,AZA,922088
G4,AZO,284
G4,BAF,141
G4,BDL,771
G4,BED,985
G4,BFL,353
G4,BFM,110
G4,BGR,75103
G4,BHM,1290
G4,BIF,1120
G4,BIL,51357
G4,BIS,69640
G4,BJI,163
G4,BLI,133396
G4,BLV,153112
G4,BMG,375
G4,BMI,35117
G4,BNA,412781
G4,BOI,53171
G4,BOS,76635
G4,BQK,166
G4,BTR,1098
G4,BTV,138
G4,BUF,775
G4,BWG,1241
G4,BWI,27411
G4,BZN,53357
G4,CAE,1479
G4,CAK,104769
G4,CDC,1050
G4,CEF,167
G4,CGI,229
G4,CHA,38917
G4,CHO,193
G4,CHS,24931
G4,CID,143719
G4,CKB,28834
G4,CLE,486
G4,CLL,797
G4,CLT,613
G4,CMH,506
G4,CMI,281
G4,COS,620
G4,COU,276
G4,CPS,728
G4,CRP,518
G4,CRW,94
G4,CSG,224
G4,CUN,5411
G4,CUR,177
G4,CVG,481518
G4,CWF,279
G4,CYS,127
G4,DAB,285
G4,DAL,4146
G4,DAY,40936
G4,DEN,67148
G4,DFW,335
G4,DLF,100
G4,DQK,1278
G4,DSM,260962
G4,DTW,1150
G4,ECP,206
G4,ELM,43969
G4,ELP,11422
G4,ERI,103
G4,EUG,48904
G4,EVV,27989
G4,EWR,99658
G4,EYW,64512
G4,FAR,103721
G4,FAT,73422
G4,FAY,76
G4,FCA,34254
G4,FFO,94
G4,FLG,1085
G4,FLL,483761
G4,FNL,1331
G4,FNT,213944
G4,FOE,192
G4,FOK,32
G4,FRG,211
G4,FSD,142029
G4,FTW,37
G4,FWA,119427
G4,GEG,38857
G4,GFK,27974
G4,GGG,262
G4,GJT,13612
G4,GNV,789
G4,GPT,2742
G4,GRB,498
G4,GRI,32090
G4,GRK,836
G4,GRR,335366
G4,GSB,147
G4,GSO,18574
G4,GSP,46211
G4,GTF,24084
G4,GTR,274
G4,GUC,160
G4,GYY,217
G4,HDN,72
G4,HGR,41590
G4,HKY,167
G4,HOP,94
G4,HOU,53690
G4,HPN,578
G4,HRL,100
G4,HSV,123
G4,HTS,61432
G4,HUF,243
G4,IAD,50544
G4,IAG,58496
G4,IAH,300
G4,ICT,53600
G4,IDA,72297
G4,ILG,114
G4,IND,230380
G4,ISP,317
G4,ITH,91
G4,JAN,324
G4,JAX,102828
G4,LAF,228
G4,LAL,181
G4,LAN,547
G4,LAR,842
G4,LAS,1006641
G4,LAX,150034
G4,LBB,934
G4,LCK,143054
G4,LEX,119875
G4,LFT,487
G4,LGB,97
G4,LGU,770
G4,LIT,18371
G4,LNK,361
G4,LRD,16562
G4,LRU,210
G4,LSE,116
G4,LSV,340
G4,LUK,72
G4,LWB,256
G4,LYH,1155
G4,MAF,114
G4,MBJ,974
G4,MBS,158
G4,MCI,33560
G4,MCN,433
G4,MCO,31185
G4,MDT,134277
G4,MDW,63513
G4,MEM,74994
G4,MFE,70962
G4,MFR,42229
G4,MGE,84
G4,MGM,798
G4,MHK,831
G4,MHT,121
G4,MIA,1602
G4,MIE,294
G4,MKC,305
G4,MKE,669
G4,MLB,36284
G4,MLI,68621
G4,MLU,293
G4,MOB,168
G4,MOT,51476
G4,MQT,109
G4,MQY,706
G4,MRY,12950
G4,MSL,504
G4,MSN,812
G4,MSO,43921
G4,MSP,38360
G4,MSY,12730
G4,MTO,103
G4,MWA,520
G4,MYR,155148
G4,N1C,1024
G4,NGU,40
G4,NHK,55
G4,NYL,74
G4,NZY,108
G4,OAJ,186
G4,OAK,20613
G4,OGD,163
G4,OKC,22169
G4,OMA,84039
G4,ONT,531
G4,ORD,412
G4,ORF,29870
G4,PAH,463
G4,PAM,292
G4,PBG,67926
G4,PBI,55549
G4,PDX,52507
G4,PGD,952131
G4,PGV,1033
G4,PHF,420
G4,PHL,1472
G4,PHX,63804
